,id,AreaHa,PrimaryUse,geometry,lon,lat,nodes
6195,6195,2129.511,River,POINT (553491.5945100137 179091.05729522975),0.20949600922556086,51.489938868798575,35112433
6196,6196,2129.511,River,POINT (549992.9286057984 181482.5543880888),0.1601571834909188,51.512365032645654,191074506
6197,6197,2129.511,River,POINT (550597.3207427968 181221.7782735109),0.16874907736354888,51.50986143098257,191078459
6198,6198,2129.511,River,POINT (521526.4576998701 177425.52320919328),-0.25124016284954437,51.48273764278564,4958535729
6199,6199,2129.511,River,POINT (521907.48199711746 177962.9261249517),-0.24557028220069746,51.487485693853706,260662202
6200,6200,2129.511,River,POINT (520748.61410083546 176157.06994716782),-0.2628695997444977,51.47150360338948,26607688
6201,6201,2129.511,River,POINT (521723.17885717476 177912.81981371995),-0.24824071450132906,51.48707500485758,5481672344
6202,6202,2129.511,River,POINT (519752.5199562002 177456.17645859713),-0.27676452490128445,51.483390983837545,30491884
6203,6203,2129.511,River,POINT (519881.00771967473 177171.2508313117),-0.27501156917115016,51.48080295972584,30491887
6204,6204,2129.511,River,POINT (519137.9496638187 177887.35785732264),-0.2854657361342135,51.48739595067997,30491872
6205,6205,2129.511,River,POINT (519453.9008860207 177607.3797161635),-0.2810119531011147,51.484813023354,1684996968
6206,6206,2129.511,River,POINT (519669.416474113 177551.99765541372),-0.2779283370368824,51.4842697658256,30491880
6207,6207,2129.511,River,POINT (516659.1263504109 175410.973648124),-0.32196793547620745,51.465654619449154,248478364
6208,6208,2129.511,River,POINT (516702.75736433174 175994.7786962279),-0.3211476454541285,51.47089277199871,5329640380
6209,6209,2129.511,River,POINT (516706.7038725021 175626.83026913795),-0.3212121620560642,51.46758490086568,34190687
6210,6210,2129.511,River,POINT (516478.3980452331 175290.7200705207),-0.32460808554861437,51.464610988797055,250746997
6211,6211,2129.511,River,POINT (516892.1259449313 176099.94232243794),-0.31838769818334123,51.4717989163656,34190668
6212,6212,2129.511,River,POINT (517075.1601700683 176193.1495063208),-0.3157227646449474,51.47259884414885,34190653
6213,6213,2129.511,River,POINT (517120.2632300552 176215.96469363436),-0.31506611168741466,51.47279457853968,34190653
6214,6214,2129.511,River,POINT (517179.5456334552 176248.5688410603),-0.3142021477458535,51.47307535724168,34190653
6215,6215,2129.511,River,POINT (517194.24704755587 176255.78455659773),-0.3139881801553559,51.473137169092496,34190653
6216,6216,2129.511,River,POINT (517287.2630874136 176310.82205468812),-0.3126312813621715,51.47361258187844,34190653
6217,6217,2129.511,River,POINT (517316.7003735389 176321.82748025228),-0.3122039762911779,51.47370540003288,34190653
6218,6218,2129.511,River,POINT (517326.7121722822 176333.3595322143),-0.31205606456654705,51.47380697391553,34190653
6219,6219,2129.511,River,POINT (517339.15839977853 176341.87809763785),-0.311874115229602,51.47388095872335,34190653
6220,6220,2129.511,River,POINT (517365.62312599004 176357.44052552938),-0.3114880758115201,51.47401534738098,34190653
6221,6221,2129.511,River,POINT (517374.2715556223 176365.7740930722),-0.31136084395309693,51.474088455580294,34190653
6222,6222,2129.511,River,POINT (517388.32858199254 176375.32968824767),-0.31115536577435365,51.47417142605205,34190653
6223,6223,2129.511,River,POINT (517408.8184805159 176393.58301858968),-0.31085441909077133,51.47433123607797,34816169
6224,6224,2129.511,River,POINT (517433.942186432 176411.8400461558),-0.3104867788534365,51.474490117823485,34816169
6225,6225,2129.511,River,POINT (517448.47330285714 176419.29830066607),-0.31027517023629514,51.47455413799744,34816169
6226,6226,2129.511,River,POINT (517458.02441576094 176429.5672511457),-0.310134301031924,51.47464445244563,34816169
6227,6227,2129.511,River,POINT (517469.75424058456 176437.18976267774),-0.30996295335644863,51.47471052926524,34816169
6228,6228,2129.511,River,POINT (517480.58576790435 176448.27363460147),-0.30980338454450324,51.47480790208084,34816169
6229,6229,2129.511,River,POINT (517496.1664265439 176455.5515626156),-0.30957672816418363,51.47487008254629,34816169
6230,6230,2129.511,River,POINT (517570.0986592399 176524.55595159426),-0.30848975378713384,51.47547493635968,34816169
6231,6231,2129.511,River,POINT (517584.0128987992 176538.82697814316),-0.30828475201415234,51.47560031361492,34816169
6232,6232,2129.511,River,POINT (517601.2433000808 176553.32160155132),-0.3080319468667368,51.47572701205675,34816169
6233,6233,2129.511,River,POINT (517628.37706020667 176572.79678998876),-0.3076349502947985,51.47589641794158,34816169
6234,6234,2129.511,River,POINT (517644.26582673134 176584.07333574723),-0.30740252133981716,51.475994469999335,34816169
6235,6235,2129.511,River,POINT (517655.63583659736 176597.73205209684),-0.3072343357893083,51.476114870968196,34816169
6236,6236,2129.511,River,POINT (517660.9793802926 176601.15844667633),-0.30715628889038504,51.4761445568976,34816169
6237,6237,2129.511,River,POINT (517669.51233812224 176612.58331941522),-0.3070296777375346,51.47624546944976,34816169
6238,6238,2129.511,River,POINT (517684.56924976147 176634.72016221442),-0.306805605859212,51.47644130411912,147001233
6239,6239,2129.511,River,POINT (517704.31021372054 176668.94978821723),-0.3065100925038671,51.47674485329763,147001233
6240,6240,2129.511,River,POINT (517718.71285446634 176685.8145102735),-0.30629718699273356,51.476893437837646,147001233
6241,6241,2129.511,River,POINT (517723.5366028047 176697.85089305774),-0.30622375450346556,51.477000616642755,147001233
6242,6242,2129.511,River,POINT (517728.70262420544 176709.8674136477),-0.3061454019771926,51.47710754573565,147001233
6243,6243,2129.511,River,POINT (517739.24546214315 176731.493698031),-0.30598646282617753,51.477299728329236,147001233
6244,6244,2129.511,River,POINT (517742.560102098 176742.326253654),-0.30593515016517625,51.47739640083434,147001233
6245,6245,2129.511,River,POINT (517748.8994836486 176754.18563440387),-0.3058399603879712,51.477501673436805,147001233
6246,6246,2129.511,River,POINT (517754.0246881361 176775.9830128575),-0.3057589379999234,51.47769651981518,147001233
6247,6247,2129.511,River,POINT (517763.78454296786 176799.7672946936),-0.30561054636242857,51.47790826048647,147001233
6248,6248,2129.511,River,POINT (517770.1353616643 176812.40803451126),-0.3055149300235801,51.47802055319855,147001233
6249,6249,2129.511,River,POINT (517786.93054111983 176848.87359136413),-0.3052610527834614,51.47834480804028,147001233
6250,6250,2129.511,River,POINT (517806.7959076711 176881.06145676516),-0.3049644061248785,51.47862997639989,147001233
6251,6251,2129.511,River,POINT (517813.5149485563 176893.69210828692),-0.30486349006531516,51.478742101316875,147001233
6252,6252,2129.511,River,POINT (517826.60362306837 176919.35697202617),-0.3046665512154777,51.478970050733025,147001233
6253,6253,2129.511,River,POINT (517836.5270216698 176956.0754288824),-0.3045114877852761,51.47929800658984,147001233
6254,6254,2129.511,River,POINT (517861.5251314297 176995.01110697017),-0.304138702978758,51.47964275332178,147001233
6255,6255,2129.511,River,POINT (517890.37918280106 177019.29987065663),-0.3037152924913639,51.47985505180654,147001233
6256,6256,2129.511,River,POINT (517893.8730008765 177028.7349542543),-0.3036618588007812,51.47993912573328,147001233
6257,6257,2129.511,River,POINT (518077.79021283606 177266.2073767041),-0.3009353266418585,51.48203517959938,147001223
6258,6258,2129.511,River,POINT (518103.799105095 177417.5751583086),-0.30051039729199364,51.48339022840611,249360901
6259,6259,2129.511,River,POINT (518237.3741314895 177510.6172157991),-0.29855649597699196,51.484198609347615,249360901
6260,6260,2129.511,River,POINT (518259.5732920941 177605.19631316024),-0.298205292677463,51.48504403756954,7048022622
6261,6261,2129.511,River,POINT (517933.7617188815 177068.98864478627),-0.30307428953214804,51.48029261528213,147001233
6262,6262,2129.511,River,POINT (517959.5859955905 177298.1672346357),-0.3026261471256178,51.48234706137183,147001223
6263,6263,2129.511,River,POINT (517836.8021566553 177286.95101267265),-0.3043972982011099,51.482271813000956,7732814394
6264,6264,2129.511,River,POINT (517853.96998909797 177322.15071429603),-0.30413844652028554,51.48258461047935,7732814394
6265,6265,2129.511,River,POINT (517823.66881528584 177391.36593433173),-0.30455156073136797,51.483213012051344,60031066
6266,6266,2129.511,River,POINT (518564.5832554956 177852.30518807453),-0.29373168547295586,51.48720123830337,303448
6267,6267,2129.511,River,POINT (518253.3779702963 177670.5246797725),-0.2982726183856662,51.48563249259453,11801191648
6268,6268,2129.511,River,POINT (518273.3003402714 177626.2066361481),-0.2980006565971221,51.4852300087898,11801191648
6269,6269,2129.511,River,POINT (518293.9536787764 177625.83678472362),-0.29770346783967977,51.48522237131776,7048022614
6270,6270,2129.511,River,POINT (526649.668282982 177310.84129214892),-0.17753880822996657,51.48058440972594,30182235
6271,6271,2129.511,River,POINT (526320.934538511 176954.42957232925),-0.18239752671647805,51.47745474650614,13566037
6272,6272,2129.511,River,POINT (527185.815181815 177582.80353625235),-0.16972429679410184,51.48290835893368,88757320
6273,6273,2129.511,River,POINT (527554.4328888156 177674.21906538884),-0.16438558188818211,51.48364698413552,2322291965
6274,6274,2129.511,River,POINT (528270.7322656004 177852.87540467354),-0.154010486507342,51.48509073521416,2324444316
6275,6275,2129.511,River,POINT (517786.77967600815 168469.89884604778),-0.30804863698766244,51.403037151780985,1382081319
6276,6276,2129.511,River,POINT (517562.17873543384 167827.99477208),-0.31148822248509145,51.39731421538397,1382081358
6277,6277,2129.511,River,POINT (517774.4416236268 169407.87754648918),-0.30791499750008783,51.41147025051705,3517205590
6278,6278,2129.511,River,POINT (517887.67547957343 169610.06550037835),-0.3062203708237293,51.413263920614796,4883833055
6279,6279,2129.511,River,POINT (517403.79161767545 167667.97020293082),-0.3138167071633497,51.39590867599971,1382081315
6280,6280,2129.511,River,POINT (517403.8856644942 171248.77290840264),-0.3126312248340337,51.42809232244608,431615491
6281,6281,2129.511,River,POINT (517743.74577015673 170944.7499220717),-0.30784582109659936,51.42528941735128,30510772
6282,6282,2129.511,River,POINT (517962.1780586252 170443.866135113),-0.30487215364437015,51.42074228769992,30510693
6283,6283,2129.511,River,POINT (517798.31085908785 169862.4259497293),-0.30742097743482805,51.41555059993473,287110668
6284,6284,2129.511,River,POINT (517850.8927380592 169646.2967418072),-0.3067370050572782,51.41359719462851,27295514
6285,6285,2129.511,River,POINT (518085.05830774776 169627.4331525262),-0.3033776358890006,51.41337896497891,296269
6286,6286,2129.511,River,POINT (518117.51989644184 169607.33616939755),-0.30291776390589376,51.413191584431765,296269
6287,6287,2129.511,River,POINT (530619.871251582 179874.84159291277),-0.11944914225179878,51.50272460667666,4969460349
6288,6288,2129.511,River,POINT (531200.4747150962 180499.66565556882),-0.11085645562083939,51.508205411520834,1617512828
6289,6289,2129.511,River,POINT (530514.0714405223 178884.16220912998),-0.12133889325371958,51.493845967805875,12583482859
6290,6290,2129.511,River,POINT (530804.2720166226 180349.83460282447),-0.11661778149905021,51.50695066633287,25472347
6291,6291,2129.511,River,POINT (530192.6861862114 178027.95072393524),-0.12628130502140394,51.486225369897845,1795462125
6292,6292,2129.511,River,POINT (530441.1602036038 178537.98806294805),-0.12251641946597598,51.49075177401511,25501945
6293,6293,2129.511,River,POINT (536993.0408293107 178362.8711923044),-0.02826962015822618,51.48762969130955,648862691
6294,6294,2129.511,River,POINT (536855.4545043667 178575.87610717854),-0.030167464971444905,51.48957714278562,837942040
6295,6295,2129.511,River,POINT (537183.28695229 178181.59151847116),-0.025601668492895083,51.48595453668749,4624301794
6296,6296,2129.511,River,POINT (543066.6413746313 179733.63936896782),0.059704019333245394,51.498444278405586,2542445073
6297,6297,2129.511,River,POINT (543181.7073510983 179752.81956312782),0.06136834319726662,51.498587515294986,2319495493
6298,6298,2129.511,River,POINT (543276.4513472811 179770.64148102503),0.0627395585574885,51.49872367080095,1349434990
6299,6299,2129.511,River,POINT (544212.3621338535 180478.225463675),0.0765024635211862,51.504843992708636,5170093830
6300,6300,2129.511,River,POINT (543705.5580159571 179838.51705076967),0.06894485318641823,51.49922472558484,247689815
6301,6301,2129.511,River,POINT (545224.2428422165 181623.0217173913),0.09154285635514554,51.514871859907316,668079052
6302,6302,2129.511,River,POINT (545307.531131402 181635.89032265256),0.09274761620217199,51.51496609452398,668079052
6303,6303,2129.511,River,POINT (545466.5259863506 181679.19834340434),0.09505520332880858,51.51531436427212,1126782130
6304,6304,2129.511,River,POINT (545492.3000147316 181701.35299801928),0.09543551917381721,51.51550680815901,1126782130
6305,6305,2129.511,River,POINT (545579.3124446444 181693.98504878493),0.09668558582974904,51.515418204581906,1126782130
6306,6306,2129.511,River,POINT (544532.6106300056 180952.09463491567),0.08130747061774922,51.50902034403906,668013526
6307,6307,2129.511,River,POINT (545576.1277264626 181682.2596731015),0.09663488499967286,51.515313663526115,1126782130
6308,6308,2129.511,River,POINT (545480.6882574644 181675.1816108506),0.09525750425106135,51.515274627170676,1126782130
6309,6309,2129.511,River,POINT (544242.829536906 180511.7155449194),0.07695482562281944,51.50513715857982,5170093830
6310,6310,2129.511,River,POINT (539613.2987851705 180536.3035043871),0.010304887857323123,51.50651998268441,11011251484
6311,6311,2129.511,River,POINT (541972.4295962616 179874.30675433532),0.04400771631546524,51.49998396184693,135575569
6312,6312,2129.511,River,POINT (539857.8151212891 180262.53667075533),0.013717139799241313,51.50399944401577,12296492705
6313,6313,2129.511,River,POINT (540244.7526840556 179826.4085742504),0.01911496286402182,51.49998455164616,6749352624
6314,6314,2129.511,River,POINT (540986.9250788478 179733.5665389284),0.029762945447318237,51.49896580432268,7831766263
6315,6315,2129.511,River,POINT (521713.21639362175 177517.53785490326),-0.24852025152739796,51.48352453237793,20915178
6316,6316,2129.511,River,POINT (521654.4390571862 176656.1901253025),-0.24966257355692997,51.47579574039663,20913242
6317,6317,2129.511,River,POINT (523409.52434559737 176397.23227350664),-0.22449394835160513,51.47308884038929,18235198
6318,6318,2129.511,River,POINT (522827.33850961336 178065.09180844083),-0.2322928750410448,51.488205133775324,11077826818
6319,6319,2129.511,River,POINT (523227.3942802721 177135.79633679005),-0.22685770245017658,51.47976626168656,20960849
6320,6320,2129.511,River,POINT (517954.06153121527 173706.94241136414),-0.3039022022648274,51.45007111152056,30430986
6321,6321,2129.511,River,POINT (516462.45768317475 171759.67271774804),-0.32599892170160133,51.43287827229335,7411522057
6322,6322,2129.511,River,POINT (516923.9629847514 173180.2714962653),-0.3188937331578626,51.445551048136025,30863542
6323,6323,2129.511,River,POINT (517079.48783464433 171442.99430182343),-0.3172311771505362,51.429904986923646,60010897
6324,6324,2129.511,River,POINT (517945.1148128864 174287.9048145824),-0.303837450698593,51.455294507427766,1163308225
6325,6325,2129.511,River,POINT (514784.62016928813 169135.3820925555),-0.35097406029598954,51.40963372085694,269667712
6326,6326,2129.511,River,POINT (512697.54304699274 168952.5483501038),-0.38102771050193224,51.408408580052004,1761260761
6327,6327,2129.511,River,POINT (513236.6354534031 169191.8441847919),-0.3732036541528832,51.41045217971464,1654482161
6328,6328,2129.511,River,POINT (517696.25368838984 168494.15463057294),-0.30934143436683637,51.403273943831614,1382081319
6329,6329,2129.511,River,POINT (517255.8479121709 171128.40601243894),-0.3147995187882328,51.42704114750517,3797986156
6330,6330,2129.511,River,POINT (517710.3286478157 170422.83178052533),-0.3084995687218445,51.420605569316706,1730967671
6331,6331,2129.511,River,POINT (518722.7707501102 177709.66552163652),-0.29150234353672916,51.485886081489966,25873504
6332,6332,2129.511,River,POINT (518266.1292792148 177336.39065943347),-0.2982008337267233,51.48262668460093,249360901
6333,6333,2129.511,River,POINT (517459.411641834 176299.20680590832),-0.31015760375746015,51.47347251410617,34190653
6334,6334,2129.511,River,POINT (518335.8904219995 177609.2566002622),-0.29710532426112624,51.48506459076175,7048022614
6335,6335,2129.511,River,POINT (518506.87944944436 177730.0723808928),-0.29460337532511816,51.48611471019322,303447
6336,6336,2129.511,River,POINT (519299.3971654906 177621.64309436435),-0.28323123899884434,51.48497378705769,5015281892
6337,6337,2129.511,River,POINT (518578.2606147261 177781.30370578333),-0.2935586099132406,51.486560226769676,303448
6338,6338,2129.511,River,POINT (521473.2987053795 176316.21725723406),-0.25238625717451435,51.47277909098232,18874420
6339,6339,2129.511,River,POINT (520771.75913466973 176009.25426781058),-0.2625869620758704,51.47017016911902,26607688
6340,6340,2129.511,River,POINT (520533.8320333321 176061.53559320015),-0.2659930154689145,51.470690696420284,11850343987
6341,6341,2129.511,River,POINT (521130.8278932396 176063.26761949752),-0.25740136732543634,51.47057899666616,301839
6342,6342,2129.511,River,POINT (517049.59775959287 176054.46265612356),-0.3161365133444138,51.471357636525205,34190668
6343,6343,2129.511,River,POINT (516737.1059154585 175239.6210150538),-0.3209023491558031,51.46409846967351,1935697609
6344,6344,2129.511,River,POINT (517115.81630661327 174846.64607331264),-0.31558307400439933,51.460488328650364,252753407
6345,6345,2129.511,River,POINT (517430.9332186256 174779.38137854685),-0.31107155488634725,51.459818554391916,1768126490
6346,6346,2129.511,River,POINT (516116.59122453775 172362.68395734698),-0.33077459102271106,51.4383688870133,297738
6347,6347,2129.511,River,POINT (516092.4808097337 172430.216522166),-0.33109918960882184,51.438980785793724,297738
6348,6348,2129.511,River,POINT (516265.4764526852 171959.06594234944),-0.3287659447782605,51.43471078623224,248081081
6349,6349,2129.511,River,POINT (516688.66470172437 171443.07069727255),-0.322850499578328,51.429986250668954,1661055081
6350,6350,2129.511,River,POINT (517754.91342182166 173696.4842530072),-0.3067703276310231,51.450018528009,30430986
6351,6351,2129.511,River,POINT (517567.55613743345 174532.21084129295),-0.3091879457241728,51.45756871697521,7956185042
6352,6352,2129.511,River,POINT (517576.222967551 174570.815614744),-0.30905043937370374,51.45791388877437,4713176374
6353,6353,2129.511,River,POINT (516796.1465517327 173327.49331451824),-0.32068357919933776,51.4469005821289,30863542
6354,6354,2129.511,River,POINT (517248.6693124628 173387.2054571119),-0.314154862723284,51.44734380446012,7956185052
6355,6355,2129.511,River,POINT (516253.4614725981 173060.59630799774),-0.3285771113585867,51.44461341779871,2886168965
6356,6356,2129.511,River,POINT (516438.9606213539 173065.54565669032),-0.32590743475176776,51.44461981169476,271884463
6357,6357,2129.511,River,POINT (519982.1658425636 176548.14615290845),-0.27376685126422723,51.475181234984525,1716108766
6358,6358,2129.511,River,POINT (532655.2188332218 180396.98590503357),-0.08994533430559414,51.506943365153525,5127246654
6359,6359,2129.511,River,POINT (531818.1698813138 180550.55681207537),-0.10194198498916845,51.50851915379106,25472684
6360,6360,2129.511,River,POINT (532240.6474921391 180528.4636690996),-0.09586612323603766,51.50822198885923,6483526298
6361,6361,2129.511,River,POINT (534705.354860169 179742.28338090112),-0.06067252216767029,51.50057515848458,1015042098
6362,6362,2129.511,River,POINT (535520.7060755575 180163.47119243388),-0.04877114815073003,51.50416531254595,270420486
6363,6363,2129.511,River,POINT (535232.7943807292 179909.8209936495),-0.05301411168556303,51.50195484581915,35118404
6364,6364,2129.511,River,POINT (534854.0045469766 179755.72997857915),-0.05852708312633055,51.500660572022426,4172993601
6365,6365,2129.511,River,POINT (535914.4072018065 180505.64397380583),-0.0429703005473904,51.50714570788388,1165974871
6366,6366,2129.511,River,POINT (535705.4929643025 180303.19463595876),-0.046056597568091516,51.50537660226835,100344950
6367,6367,2129.511,River,POINT (535569.4328810396 180177.58809993116),-0.04806409015124597,51.50428049318529,270420486
6368,6368,2129.511,River,POINT (536576.9975546596 180339.47963619724),-0.03349322882176476,51.50549286816037,100293088
6369,6369,2129.511,River,POINT (536238.5646499642 180530.7363105105),-0.038292678396377657,51.5072931975429,100293446
6370,6370,2129.511,River,POINT (536647.9611227425 179667.687651699),-0.032731561217839336,51.49943876840011,270420413
6371,6371,2129.511,River,POINT (536618.3807710502 179081.04236409758),-0.03338453906282343,51.494174090023726,9457673422
6372,6372,2129.511,River,POINT (536631.9347461038 179415.71285990984),-0.033059860773779585,51.49717829734831,33106011
6373,6373,2129.511,River,POINT (534240.3503474987 179784.15722937978),-0.06735189022493761,51.50106201292961,269493310
6374,6374,2129.511,River,POINT (533937.0696340862 179815.2052790587),-0.07170691638785473,51.501412949871224,130203234
6375,6375,2129.511,River,POINT (533768.9610159037 180075.53909978256),-0.07402877881504878,51.50379224124563,20626263
6376,6376,2129.511,River,POINT (534003.4427762125 179895.4142949673),-0.07072077233200665,51.502118017637336,130203234
6377,6377,2129.511,River,POINT (533791.3082276133 179711.95837042626),-0.07384483451544252,51.50051963497675,276500
6378,6378,2129.511,River,POINT (534393.8045039277 179772.33422216208),-0.06514688346883954,51.50091932328977,269492216
6379,6379,2129.511,River,POINT (534487.0057818365 179748.27740276064),-0.06381409831169968,51.500680984497286,269492219
6380,6380,2129.511,River,POINT (534414.4166508841 179756.4572346884),-0.06485614782477202,51.500771747645004,269492216
6381,6381,2129.511,River,POINT (533405.5888299763 180230.99938654783),-0.07920238519407755,51.50527516551657,130202874
6382,6382,2129.511,River,POINT (538515.5017974501 179350.01708408698),-0.005968608903337467,51.49612971518109,265923822
6383,6383,2129.511,River,POINT (538636.9055159141 179075.51059791475),-0.0043287184587602065,51.49363322408962,8108962558
6384,6384,2129.511,River,POINT (538042.5427308534 178222.87571551534),-0.01321817518359409,51.48611654629073,276405
6385,6385,2129.511,River,POINT (538116.452126762 178231.71668839882),-0.012150944224893614,51.48617796520229,109516
6386,6386,2129.511,River,POINT (538508.6276601156 178364.5450229898),-0.006454290141966695,51.487275765518895,3697387669
6387,6387,2129.511,River,POINT (538372.0647195233 179782.91272237216),-0.007863776193366706,51.500054895265535,229771370
6388,6388,2129.511,River,POINT (536548.5190502724 180703.53947576226),-0.03376237874662296,51.50877130546028,1849094949
6389,6389,2129.511,River,POINT (537424.7453973518 178404.64686530188),-0.022039478910406224,51.487900371104026,4955804105
6390,6390,2129.511,River,POINT (537455.9600621188 178380.11495533588),-0.0215997278855174,51.48767233413143,4955804105
6391,6391,2129.511,River,POINT (537647.8784575639 178280.94793772371),-0.018875947882494717,51.48673451451687,109511
6392,6392,2129.511,River,POINT (536934.634988578 180383.2506017398),-0.02832642261607997,51.50579970836298,27595978
6393,6393,2129.511,River,POINT (537022.9526982133 179429.7072633746),-0.02742498451645094,51.497209423165074,229760260
6394,6394,2129.511,River,POINT (537110.711458248 179099.2402219611),-0.026289906711256073,51.4942184505478,2198821260
6395,6395,2129.511,River,POINT (534540.4291613863 180055.94391936704),-0.06292758595237295,51.50343309786819,364565725
6396,6396,2129.511,River,POINT (534850.2655898 180031.40507661793),-0.05847556807861295,51.50313878566806,43034318
6397,6397,2129.511,River,POINT (533728.0525085859 180398.03402487643),-0.07449560944084192,51.506700021083105,8992741667
6398,6398,2129.511,River,POINT (533382.3371293031 180512.68897142189),-0.07943071539397148,51.507812067902364,1556097337
6399,6399,2129.511,River,POINT (535196.3399792305 180332.026631291),-0.053377223708495444,51.50575764674263,551984607
6400,6400,2129.511,River,POINT (535520.2429526867 180629.97931080128),-0.04859860241871958,51.50835761784939,249140436
6401,6401,2129.511,River,POINT (535453.793066413 180575.31214751714),-0.04957651804117715,51.507882280713936,249140436
6402,6402,2129.511,River,POINT (536185.3349653634 180810.981106356),-0.03895099599495217,51.509824387013204,18037517
6403,6403,2129.511,River,POINT (535848.1619987623 180794.86438621482),-0.04381285654436022,51.509760651301896,28799688
6404,6404,2129.511,River,POINT (537010.1947182984 179181.42995733945),-0.027705038522543014,51.49498140371297,3709672008
6405,6405,2129.511,River,POINT (537063.525210347 178985.7820710831),-0.027013251845052877,51.49321031415389,271141412
6406,6406,2129.511,River,POINT (538691.5368547001 180565.6214121478),-0.0029563938180856403,51.50701031885386,638667731
6407,6407,2129.511,River,POINT (538502.858360676 180319.8476142071),-0.005769839438705074,51.504847960067366,638649392
6408,6408,2129.511,River,POINT (537021.0131219747 179820.18899453257),-0.027301290504835464,51.50071890391809,32555020
6409,6409,2129.511,River,POINT (537248.341108397 178594.26873806762),-0.02450492065475139,51.48964721265956,229732664
6410,6410,2129.511,River,POINT (536310.251112337 180775.91018722925),-0.037165629239750156,51.50947913358664,259075612
6411,6411,2129.511,River,POINT (536387.9074588715 180779.54897390044),-0.03604590023322916,51.50949310982361,259075612
6412,6412,2129.511,River,POINT (539031.1230698429 180699.47497776142),0.0019862831882989295,51.50812975602847,253942000
6413,6413,2129.511,River,POINT (539250.5656235869 180719.34615586183),0.005154073911065378,51.50825430846478,88183209
6414,6414,2129.511,River,POINT (528559.4041386835 177675.5190212439),-0.14991978136446393,51.48343136574035,583356731
6415,6415,2129.511,River,POINT (528217.947985778 177587.34098832327),-0.15486656462683002,51.48271634593985,12150601281
6416,6416,2129.511,River,POINT (526746.094595602 176714.17551790192),-0.17636466466802556,51.47520057306136,1088418717
6417,6417,2129.511,River,POINT (527350.4386841751 177381.4652533738),-0.1674272408773502,51.48106192897697,29909368
6418,6418,2129.511,River,POINT (526965.9806245633 177205.05835725585),-0.17302409368815955,51.479562896704216,2238265340
6419,6419,2129.511,River,POINT (523582.77798289625 176166.44529815405),-0.2220812754124031,51.470976900618865,18235194
6420,6420,2129.511,River,POINT (523793.15222968976 175920.94025799885),-0.21913982822536335,51.468724526180885,18235215
6421,6421,2129.511,River,POINT (524012.59279568295 175730.80646960402),-0.2160487881051568,51.46696774240876,1702271335
6422,6422,2129.511,River,POINT (528678.9823464063 177687.11116017375),-0.14819439582652977,51.483508377430205,2250384027
6423,6423,2129.511,River,POINT (526685.3008120118 176495.60945935315),-0.17731780526927948,51.473249910302165,3247801053
6424,6424,2129.511,River,POINT (529165.4040778136 177616.58659002735),-0.14121876846156792,51.48276381796152,33044798
6425,6425,2129.511,River,POINT (526662.9456790275 176207.1096101444),-0.17774275222262925,51.47066214429086,1088753676
6426,6426,2129.511,River,POINT (526419.5376917655 175793.04120017297),-0.18139324320208577,51.466995249214534,27027230
6427,6427,2129.511,River,POINT (526088.0817205958 175497.96553122226),-0.18626763029448115,51.46441719824503,7869712786
6428,6428,2129.511,River,POINT (524962.351634249 175306.453384122),-0.2025324919306061,51.462945326319165,32168254
6429,6429,2129.511,River,POINT (525897.1748003291 175400.48734284192),-0.18904909525546004,51.463583575034434,5840646426
6430,6430,2129.511,River,POINT (529875.8021162711 177795.17443042365),-0.13092819398036432,51.484206236249726,110087068
6431,6431,2129.511,River,POINT (529384.7671706438 177604.2492063877),-0.13806590598634833,51.48260285644948,5157974047
6432,6432,2129.511,River,POINT (529429.5208094565 177582.90910689125),-0.1374295607780462,51.48240084754502,9645740986
6433,6433,2129.511,River,POINT (529130.4218777706 177880.91630620373),-0.14162574536979344,51.485147297484374,881874835
6434,6434,2129.511,River,POINT (529233.9209389155 177857.54765066024),-0.1401445108488694,51.48491366829367,5777684234
6435,6435,2129.511,River,POINT (528962.7375632531 177920.0686843587),-0.14402513375628115,51.48553738052228,881874835
6436,6436,2129.511,River,POINT (528815.8825150445 177939.7612427449),-0.14613183165500426,51.48574779166969,53847568
6437,6437,2129.511,River,POINT (530290.5890200798 179396.4417554919),-0.12436725149455652,51.498501236410796,25534085
6438,6438,2129.511,River,POINT (530670.5614461469 180652.54792831838),-0.11843118853650117,51.50970199215065,4174200022
6439,6439,2129.511,River,POINT (529956.967342748 178167.11219329375),-0.12962315829289764,51.48753015455672,806396736
6440,6440,2129.511,River,POINT (528563.8387408361 177940.7422434982),-0.14975949150716147,51.48581390419779,5197236563
6441,6441,2129.511,River,POINT (528633.8385894614 177934.9391755947),-0.14875399698694236,51.485745850766186,18130190
6442,6442,2129.511,River,POINT (528705.0423501554 177938.31822444595),-0.1477278323721739,51.48576003412462,18130190
6443,6443,2129.511,River,POINT (528820.9356993409 177939.48946157057),-0.14605919332715855,51.485744199320926,53847568
6444,6444,2129.511,River,POINT (528868.5117811469 177933.42964658543),-0.14537657556981468,51.4856789119078,53847568
6445,6445,2129.511,River,POINT (530242.096829598 178684.16641229222),-0.12532820373107206,51.492111292135654,328869976
6446,6446,2129.511,River,POINT (530077.7639355776 178355.30848091695),-0.12781504289502504,51.48919369645319,419809698
6447,6447,2129.511,River,POINT (529506.040071979 177910.36542470165),-0.1362082665726691,51.48532614985566,271388090
6448,6448,1.8986,River,POINT (545002.7014762046 173008.85706741546),0.08481891145943814,51.43752511637116,25885122
